State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
MAINE6,Nonmetropolitan counties,,"278,369",,,0,,,,,,
MAINE6,MAINE6,Area actually reporting,100.00%,269,6,135,11,169,"3,114","1,016","1,923",175
MAINE6,State Total,,"1,329,328","1,729",23,828,311,921,"24,327","4,684","18,829",814
MAINE6,MAINE6,"Rate per 100,000 inhabitants",,130.1,1.7,62.3,23.4,69.3,"1,830.00",352.4,"1,416.40",61.2
MARYLAND,Metropolitan Statistical Area,,"5,855,016",,,0,,,,,,
MARYLAND,Metropolitan Statistical Area,Area actually reporting,100.00%,"26,972",515,2775,"9,757","15,077","135,770","24,899","97,815","13,056"
MARYLAND,Cities outside metropolitan areas,,"52,865",,,0,,,,,,
MARYLAND,MARYLAND,Area actually reporting,100.00%,324,0,39,75,227,"1,915",341,"1,538",36
MARYLAND,Nonmetropolitan counties,,"98,520",,,0,,,,,,
MARYLAND,MARYLAND,Area actually reporting,100.00%,166,1,36,31,113,"1,363",438,866,59
MARYLAND,State Total,,"6,006,401","27,462",516,2850,"9,863","15,417","139,048","25,678","100,219","13,151"
MARYLAND,MARYLAND,"Rate per 100,000 inhabitants",,457.2,8.6,47.4,164.2,256.7,"2,315.00",427.5,"1,668.50",218.9
MASSACHUSETTS,Metropolitan Statistical Area,,"6,695,032",,,0,,,,,,
MASSACHUSETTS,Metropolitan Statistical Area,Area actually reporting,96.80%,"25,477",124,3485,"5,160","18,228","109,844","20,931","81,135","7,778"
MASSACHUSETTS,Metropolitan Statistical Area,Estimated total,100.00%,"26,163",126,3600,"5,267","18,740","113,118","21,554","83,565","7,999"
MASSACHUSETTS,Cities outside metropolitan areas,,"91,950",,,0,,,,,,
MASSACHUSETTS,MASSACHUSETTS,Area actually reporting,86.00%,337,2,67,18,281,"1,507",289,"1,158",60
MASSACHUSETTS,MASSACHUSETTS,Estimated total,100.00%,393,2,80,21,327,"1,753",336,"1,347",70
MASSACHUSETTS,Nonmetropolitan counties,,"7,440",,,0,,,,,,
MASSACHUSETTS,MASSACHUSETTS,Area actually reporting,100.00%,6,0,3,0,4,0,0,0,0
MASSACHUSETTS,State Total,,"6,794,422","26,562",128,3683,"5,288","19,071","114,871","21,890","84,912","8,069"
MASSACHUSETTS,MASSACHUSETTS,"Rate per 100,000 inhabitants",,390.9,1.9,54.2,77.8,280.7,"1,690.70",322.2,"1,249.70",118.8
MICHIGAN,Metropolitan Statistical Area,,"8,121,585",,,0,,,,,,
MICHIGAN,Metropolitan Statistical Area,Area actually reporting,99.50%,"36,719",528,7948,"7,663","23,699","162,248","34,728","112,670","14,850"
MICHIGAN,Metropolitan Statistical Area,Estimated total,100.00%,"36,839",528,7990,"7,684","23,774","163,072","34,871","113,292","14,909"
MICHIGAN,Cities outside metropolitan areas,,"599,913",,,0,,,,,,
MICHIGAN,MICHIGAN,Area actually reporting,94.40%,"1,443",8,822,60,884,"11,083","1,537","9,242",304
MICHIGAN,MICHIGAN,Estimated total,100.00%,"1,537",8,890,64,936,"11,735","1,627","9,786",322
MICHIGAN,Nonmetropolitan counties,,"1,201,078",,,0,,,,,,
MICHIGAN,MICHIGAN,Area actually reporting,98.70%,"2,813",35,1702,47,"1,682","12,134","3,497","8,111",526
MICHIGAN,MICHIGAN,Estimated total,100.00%,"2,855",35,1733,48,"1,704","12,294","3,543","8,218",533
MICHIGAN,State Total,,"9,922,576","41,231",571,10613,"7,796","26,414","187,101","40,041","131,296","15,764"
MICHIGAN,MICHIGAN,"Rate per 100,000 inhabitants",,415.5,5.8,107,78.6,266.2,"1,885.60",403.5,"1,323.20",158.9
MINNESOTA,Metropolitan Statistical Area,,"4,254,071",,,0,,,,,,
MINNESOTA,Metropolitan Statistical Area,Area actually reporting,100.00%,"11,461",104,3140,"3,633","5,911","101,503","15,434","79,140","6,929"
MINNESOTA,Cities outside metropolitan areas,,"533,363",,,0,,,,,,
MINNESOTA,MINNESOTA,Area actually reporting,100.00%,"1,130",12,505,119,707,"13,502","1,787","11,186",529
MINNESOTA,Nonmetropolitan counties,,"702,160",,,0,,,,,,
MINNESOTA,MINNESOTA,Area actually reporting,100.00%,728,17,362,19,476,"6,979","2,078","4,378",523
MINNESOTA,State Total,,"5,489,594","13,319",133,4007,"3,771","7,094","121,984","19,299","94,704","7,981"
MINNESOTA,MINNESOTA,"Rate per 100,000 inhabitants",,242.6,2.4,73,68.7,129.2,"2,222.10",351.6,"1,725.20",145.4
MISSISSIPPI6,Metropolitan Statistical Area,,"1,372,083",,,0,,,,,,
MISSISSIPPI6,Metropolitan Statistical Area,Area actually reporting,77.30%,"3,343",95,754,"1,195","1,622","33,634","8,218","23,237","2,179"
MISSISSIPPI6,Metropolitan Statistical Area,Estimated total,100.00%,"3,834",105,856,"1,280","1,959","40,232","9,762","27,966","2,504"
MISSISSIPPI6,Cities outside metropolitan areas,,"585,231",,,0,,,,,,
MISSISSIPPI6,MISSISSIPPI6,Area actually reporting,48.00%,"1,147",43,256,371,585,"14,024","3,902","9,606",516
MISSISSIPPI6,MISSISSIPPI6,Estimated total,100.00%,"2,407",90,573,772,"1,218","29,192","8,122","19,996","1,074"
MISSISSIPPI6,Nonmetropolitan counties,,"1,035,019",,,0,,,,,,
MISSISSIPPI6,MISSISSIPPI6,Area actually reporting,41.80%,834,27,255,101,552,"6,422","2,890","3,254",278
MISSISSIPPI6,MISSISSIPPI6,Estimated total,100.00%,"2,013",64,636,242,"1,321","15,366","6,915","7,786",665
MISSISSIPPI6,State Total,,"2,992,333","8,254",259,2065,"2,294","4,498","84,790","24,799","55,748","4,243"
MISSISSIPPI6,MISSISSIPPI6,"Rate per 100,000 inhabitants",,275.8,8.7,69,76.7,150.3,"2,833.60",828.8,"1,863.00",141.8
MISSOURI,Metropolitan Statistical Area,,"4,532,929",,,0,,,,,,
MISSOURI,Metropolitan Statistical Area,Area actually reporting,99.90%,"25,261",441,3636,"6,029","16,686","139,741","26,437","98,339","14,965"
MISSOURI,Metropolitan Statistical Area,Estimated total,100.00%,"25,264",441,3636,"6,030","16,688","139,769","26,441","98,361","14,967"
MISSOURI,Cities outside metropolitan areas,,"664,269",,,0,,,,,,
MISSOURI,MISSOURI,Area actually reporting,99.40%,"2,770",28,425,292,"2,204","22,566","3,780","17,819",967
MISSOURI,MISSOURI,Estimated total,100.00%,"2,785",28,425,294,"2,217","22,699","3,802","17,924",973
MISSOURI,Nonmetropolitan counties,,"886,474",,,0,,,,,,
MISSOURI,MISSOURI,Area actually reporting,100.00%,"2,212",33,346,52,"1,925","11,174","3,763","6,352","1,059"
MISSOURI,State Total,,"6,083,672","30,261",502,4407,"6,376","20,830","173,642","34,006","122,637","16,999"
MISSOURI,MISSOURI,"Rate per 100,000 inhabitants",,497.4,8.3,72.5,104.8,342.4,"2,854.20",559,"2,015.80",279.4
MONTANA,Metropolitan Statistical Area,,"365,179",,,0,,,,,,
MONTANA,Metropolitan Statistical Area,Area actually reporting,99.90%,"1,299",20,330,134,950,"12,583","1,673","9,714","1,196"
MONTANA,Metropolitan Statistical Area,Estimated total,100.00%,"1,300",20,330,134,951,"12,598","1,674","9,727","1,197"
MONTANA,Cities outside metropolitan areas,,"218,086",,,0,,,,,,
MONTANA,MONTANA,Area actually reporting,99.10%,"1,134",6,375,52,873,"7,589",895,"6,136",558
MONTANA,MONTANA,Estimated total,100.00%,"1,145",6,380,52,881,"7,656",903,"6,190",563
MONTANA,Nonmetropolitan counties,,"449,684",,,0,,,,,,
MONTANA,MONTANA,Area actually reporting,98.50%,"1,147",10,262,24,971,"6,743","1,242","4,853",648
MONTANA,MONTANA,Estimated total,100.00%,"1,166",10,268,24,986,"6,846","1,261","4,927",658
MONTANA,State Total,,"1,032,949","3,611",36,978,210,"2,818","27,100","3,838","20,844","2,418"
