State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
FLORIDA4,FLORIDA4,Area actually reporting,94.10%,"2,159",11,305,154,"1,810","10,115","3,346","6,338",431
FLORIDA4,FLORIDA4,Estimated total,100.00%,"2,300",12,333,164,"1,923","10,745","3,554","6,733",458
FLORIDA4,State Total,,"19,893,297","107,521","1,149",14614,"24,914","72,895","679,446","143,220","493,647","42,579"
FLORIDA4,FLORIDA4,"Rate per 100,000 inhabitants",,540.5,5.8,73.4,125.2,366.4,"3,415.50",719.9,"2,481.50",214
GEORGIA7,Metropolitan Statistical Area,,"8,320,348",,,0,,,,,,
GEORGIA7,Metropolitan Statistical Area,Area actually reporting,99.40%,"32,097",508,4256,"11,368","17,734","276,099","63,221","188,100","24,778"
GEORGIA7,Metropolitan Statistical Area,Estimated total,100.00%,"32,360",508,4348,"11,447","17,866","278,295","63,621","189,741","24,933"
GEORGIA7,Cities outside metropolitan areas,,"662,709",,,0,,,,,,
GEORGIA7,GEORGIA7,Area actually reporting,90.30%,"3,041",30,443,704,"2,052","29,412","6,160","22,485",767
GEORGIA7,GEORGIA7,Estimated total,100.00%,"3,352",33,471,779,"2,271","32,554","6,818","24,887",849
GEORGIA7,Nonmetropolitan counties,,"1,114,286",,,0,,,,,,
GEORGIA7,GEORGIA7,Area actually reporting,91.50%,"2,179",36,349,175,"1,753","18,737","5,483","12,273",981
GEORGIA7,GEORGIA7,Estimated total,100.00%,"2,385",39,388,191,"1,915","20,467","5,989","13,406","1,072"
GEORGIA7,State Total,,"10,097,343","38,097",580,5207,"12,417","22,052","331,316","76,428","228,034","26,854"
GEORGIA7,GEORGIA7,"Rate per 100,000 inhabitants",,377.3,5.7,51.6,123,218.4,"3,281.20",756.9,"2,258.40",266
HAWAII4,Metropolitan Statistical Area,,"1,156,263",,,0,,,,,,
HAWAII4,Metropolitan Statistical Area,Area actually reporting,100.00%,"2,901",15,535,994,"1,582","35,245","5,759","26,162","3,324"
HAWAII4,Cities outside metropolitan areas,,None,,,0,,,,,,
HAWAII4,Nonmetropolitan counties,,"263,298",,,0,,,,,,
HAWAII4,HAWAII4,Estimated total,100.00%,779,11,224,113,520,"8,052","2,019","5,478",555
HAWAII4,State Total,,"1,419,561","3,680",26,759,"1,107","2,102","43,297","7,778","31,640","3,879"
HAWAII4,HAWAII4,"Rate per 100,000 inhabitants",,259.2,1.8,53.4,78,148.1,"3,050.00",547.9,"2,228.90",273.3
IDAHO4,Metropolitan Statistical Area,,"1,086,169",,,0,,,,,,
IDAHO4,Metropolitan Statistical Area,Area actually reporting,99.90%,"2,431",18,751,157,"1,823","21,605","4,103","16,290","1,212"
IDAHO4,Metropolitan Statistical Area,Estimated total,100.00%,"2,432",18,751,157,"1,824","21,616","4,105","16,298","1,213"
IDAHO4,Cities outside metropolitan areas,,"250,458",,,0,,,,,,
IDAHO4,IDAHO4,Area actually reporting,100.00%,628,4,204,36,477,"5,510","1,283","3,999",228
IDAHO4,Nonmetropolitan counties,,"297,837",,,0,,,,,,
IDAHO4,IDAHO4,Area actually reporting,100.00%,408,10,122,11,322,"3,190","1,040","1,930",220
IDAHO4,State Total,,"1,634,464","3,468",32,1077,204,"2,623","30,316","6,428","22,227","1,661"
IDAHO4,IDAHO4,"Rate per 100,000 inhabitants",,212.2,2,65.9,12.5,160.5,"1,854.80",393.3,"1,359.90",101.6
ILLINOIS4,Metropolitan Statistical Area,,"11,380,871",,,0,,,,,,
ILLINOIS4,Metropolitan Statistical Area,Area actually reporting,96.30%,"43,827",656,6224,"14,844","24,750","237,056","43,542","177,082","16,432"
ILLINOIS4,Metropolitan Statistical Area,Estimated total,100.00%,"44,639",665,6425,"15,060","25,224","244,145","44,777","182,621","16,747"
ILLINOIS4,Cities outside metropolitan areas,,"832,015",,,0,,,,,,
ILLINOIS4,ILLINOIS4,Area actually reporting,86.10%,"2,049",15,517,184,"1,554","15,693","3,139","12,141",413
ILLINOIS4,ILLINOIS4,Estimated total,100.00%,"2,377",17,601,214,"1,805","18,227","3,646","14,101",480
ILLINOIS4,Nonmetropolitan counties,,"667,694",,,0,,,,,,
ILLINOIS4,ILLINOIS4,Area actually reporting,93.60%,599,3,192,23,459,"4,691","1,483","2,998",210
ILLINOIS4,ILLINOIS4,Estimated total,100.00%,647,3,214,25,491,"5,013","1,585","3,204",224
ILLINOIS4,State Total,,"12,880,580","47,663",685,7240,"15,299","27,520","267,385","50,008","199,926","17,451"
ILLINOIS4,ILLINOIS4,"Rate per 100,000 inhabitants",,370,5.3,56.2,118.8,213.7,"2,075.90",388.2,"1,552.20",135.5
INDIANA5,Metropolitan Statistical Area,,"5,123,600",,,0,,,,,,
INDIANA5,Metropolitan Statistical Area,Area actually reporting,89.10%,"20,655",289,3025,"6,514","12,110","139,542","30,229","97,466","11,847"
INDIANA5,Metropolitan Statistical Area,Estimated total,100.00%,"21,655",300,3215,"6,697","12,807","149,875","31,963","105,352","12,560"
INDIANA5,Cities outside metropolitan areas,,"520,959",,,0,,,,,,
INDIANA5,INDIANA5,Area actually reporting,68.20%,923,2,239,102,683,"10,928","1,530","8,854",544
INDIANA5,INDIANA5,Estimated total,100.00%,"1,352",3,352,149,"1,001","16,013","2,242","12,974",797
INDIANA5,Nonmetropolitan counties,,"952,296",,,0,,,,,,
INDIANA5,INDIANA5,Area actually reporting,70.50%,764,19,160,36,619,"6,266","1,895","4,016",355
INDIANA5,INDIANA5,Estimated total,100.00%,"1,092",27,234,51,878,"8,888","2,688","5,696",504
INDIANA5,State Total,,"6,596,855","24,099",330,3801,"6,897","14,686","174,776","36,893","124,022","13,861"
INDIANA5,INDIANA5,"Rate per 100,000 inhabitants",,365.3,5,57.6,104.5,222.6,"2,649.40",559.3,"1,880.00",210.1
IOWA4,Metropolitan Statistical Area,,"1,816,911",,,0,,,,,,
IOWA4,Metropolitan Statistical Area,Area actually reporting,97.60%,"5,597",37,1337,916,"3,883","45,159","9,323","32,729","3,107"
IOWA4,Metropolitan Statistical Area,Estimated total,100.00%,"5,673",38,1364,919,"3,939","45,646","9,453","33,049","3,144"
IOWA4,Cities outside metropolitan areas,,"601,521",,,0,,,,,,
IOWA4,IOWA4,Area actually reporting,91.60%,"1,811",15,371,106,"1,470","13,720","2,995","10,125",600
IOWA4,IOWA4,Estimated total,100.00%,"1,980",16,411,116,"1,605","14,984","3,271","11,058",655
IOWA4,Nonmetropolitan counties,,"688,694",,,0,,,,,,
IOWA4,IOWA4,Area actually reporting,86.40%,726,5,152,9,622,"3,824","1,472","2,048",304
IOWA4,IOWA4,Estimated total,100.00%,844,6,181,10,720,"4,426","1,704","2,370",352
IOWA4,State Total,,"3,107,126","8,497",60,1956,"1,045","6,264","65,056","14,428","46,477","4,151"
IOWA4,IOWA4,"Rate per 100,000 inhabitants",,273.5,1.9,62.9,33.6,201.6,"2,093.80",464.4,"1,495.80",133.6
KANSAS4,Metropolitan Statistical Area,,"1,950,218",,,0,,,,,,
KANSAS4,Metropolitan Statistical Area,Area actually reporting,98.40%,"7,209",75,1741,"1,202","4,947","55,694","10,119","39,991","5,584"
KANSAS4,Metropolitan Statistical Area,Estimated total,100.00%,"7,262",75,1751,"1,208","4,988","56,297","10,220","40,448","5,629"
KANSAS4,Cities outside metropolitan areas,,"612,758",,,0,,,,,,
KANSAS4,KANSAS4,Area actually reporting,95.30%,"2,062",11,576,132,"1,594","17,440","3,655","12,934",851
KANSAS4,KANSAS4,Estimated total,100.00%,"2,161",12,598,139,"1,673","18,303","3,836","13,574",893
KANSAS4,Nonmetropolitan counties,,"341,045",,,0,,,,,,
KANSAS4,KANSAS4,Area actually reporting,96.40%,673,4,130,14,576,"4,656","1,708","2,578",370
KANSAS4,KANSAS4,Estimated total,100.00%,700,4,137,15,598,"4,831","1,772","2,675",384
KANSAS4,State Total,,"2,904,021","10,123",91,2486,"1,362","7,259","79,431","15,828","56,697","6,906"
KANSAS4,KANSAS4,"Rate per 100,000 inhabitants",,348.6,3.1,85.6,46.9,250,"2,735.20",545,"1,952.40",237.8
KENTUCKY4,Metropolitan Statistical Area,,"2,574,779",,,0,,,,,,
KENTUCKY4,Metropolitan Statistical Area,Area actually reporting,99.80%,"7,057",100,1147,"2,827","3,403","72,864","15,478","52,618","4,768"
KENTUCKY4,Metropolitan Statistical Area,Estimated total,100.00%,"7,065",100,1147,"2,831","3,407","72,991","15,502","52,715","4,774"
KENTUCKY4,Cities outside metropolitan areas,,"538,647",,,0,,,,,,
KENTUCKY4,KENTUCKY4,Area actually reporting,97.70%,869,11,308,315,370,"14,649","2,799","11,298",552
KENTUCKY4,KENTUCKY4,Estimated total,100.00%,887,11,312,322,379,"14,995","2,865","11,565",565
KENTUCKY4,Nonmetropolitan counties,,"1,300,031",,,0,,,,,,
KENTUCKY4,KENTUCKY4,Area actually reporting,99.20%,"1,378",49,857,182,613,"11,093","4,839","5,283",971
KENTUCKY4,KENTUCKY4,Estimated total,100.00%,"1,388",49,864,183,618,"11,180","4,877","5,324",979
KENTUCKY4,State Total,,"4,413,457","9,340",160,2323,"3,336","4,404","99,166","23,244","69,604","6,318"
KENTUCKY4,KENTUCKY4,"Rate per 100,000 inhabitants",,211.6,3.6,52.6,75.6,99.8,"2,246.90",526.7,"1,577.10",143.2
LOUISIANA4,Metropolitan Statistical Area,,"3,882,923",,,0,,,,,,
LOUISIANA4,Metropolitan Statistical Area,Area actually reporting,98.80%,"20,348",413,1981,"5,252","13,535","136,338","32,197","95,266","8,875"
LOUISIANA4,Metropolitan Statistical Area,Estimated total,100.00%,"20,567",414,2005,"5,286","13,706","138,370","32,569","96,799","9,002"
LOUISIANA4,Cities outside metropolitan areas,,"274,036",,,0,,,,,,
LOUISIANA4,LOUISIANA4,Area actually reporting,79.60%,"1,702",30,147,253,"1,334","11,295","2,718","8,275",302
LOUISIANA4,LOUISIANA4,Estimated total,100.00%,"2,142",38,191,318,"1,677","14,197","3,416","10,401",380
LOUISIANA4,Nonmetropolitan counties,,"492,717",,,0,,,,,,
LOUISIANA4,LOUISIANA4,Area actually reporting,100.00%,"1,225",25,171,91,"1,004","8,257","2,352","5,396",509
LOUISIANA4,State Total,,"4,649,676","23,934",477,2367,"5,695","16,387","160,824","38,337","112,596","9,891"
LOUISIANA4,LOUISIANA4,"Rate per 100,000 inhabitants",,514.7,10.3,50.9,122.5,352.4,"3,458.80",824.5,"2,421.60",212.7
MAINE5,Metropolitan Statistical Area,,"783,169",,,0,,,,,,
MAINE5,Metropolitan Statistical Area,Area actually reporting,100.00%,984,13,434,215,509,"16,216","3,083","12,662",471
MAINE5,Cities outside metropolitan areas,,"266,485",,,0,,,,,,
MAINE5,MAINE5,Area actually reporting,100.00%,476,4,279,71,243,"7,036","1,013","5,836",187
MAINE5,Nonmetropolitan counties,,"280,435",,,0,,,,,,
MAINE5,MAINE5,Area actually reporting,100.00%,240,4,132,18,138,"3,169",934,"2,094",141
MAINE5,State Total,,"1,330,089","1,700",21,845,304,890,"26,421","5,030","20,592",799
MAINE5,MAINE5,"Rate per 100,000 inhabitants",,127.8,1.6,63.6,22.9,66.9,"1,986.40",378.2,"1,548.20",60.1
MARYLAND,Metropolitan Statistical Area,,"5,823,196",,,0,,,,,,
MARYLAND,Metropolitan Statistical Area,Area actually reporting,100.00%,"26,186",360,2701,"9,488","14,755","146,392","27,175","106,222","12,995"
MARYLAND,Cities outside metropolitan areas,,"53,207",,,0,,,,,,
MARYLAND,MARYLAND,Area actually reporting,100.00%,310,2,41,43,242,"2,015",347,"1,624",44
MARYLAND,Nonmetropolitan counties,,"100,004",,,0,,,,,,
MARYLAND,MARYLAND,Area actually reporting,100.00%,165,3,21,13,136,"1,452",490,899,63
MARYLAND,State Total,,"5,976,407","26,661",365,2763,"9,544","15,133","149,859","28,012","108,745","13,102"
MARYLAND,MARYLAND,"Rate per 100,000 inhabitants",,446.1,6.1,46.2,159.7,253.2,"2,507.50",468.7,"1,819.60",219.2
MASSACHUSETTS5,Metropolitan Statistical Area,,"6,646,017",,,0,,,,,,
MASSACHUSETTS5,Metropolitan Statistical Area,Area actually reporting,98.20%,"25,694",131,3669,"5,940","17,530","121,137","23,956","89,098","8,083"
MASSACHUSETTS5,Metropolitan Statistical Area,Estimated total,100.00%,"26,077",132,3734,"6,010","17,805","123,126","24,348","90,571","8,207"
MASSACHUSETTS5,Cities outside metropolitan areas,,"91,692",,,0,,,,,,
MASSACHUSETTS5,MASSACHUSETTS5,Area actually reporting,76.80%,237,0,42,20,187,"1,645",473,"1,131",41
MASSACHUSETTS5,MASSACHUSETTS5,Estimated total,100.00%,310,0,60,26,243,"2,141",616,"1,472",53
MASSACHUSETTS5,Nonmetropolitan counties,,"7,699",,,0,,,,,,
MASSACHUSETTS5,MASSACHUSETTS5,Area actually reporting,100.00%,12,0,15,0,3,0,0,0,0
MASSACHUSETTS5,State Total,,"6,745,408","26,399",132,3809,"6,036","18,051","125,267","24,964","92,043","8,260"
MASSACHUSETTS5,MASSACHUSETTS5,"Rate per 100,000 inhabitants",,391.4,2,56.4,89.5,267.6,"1,857.10",370.1,"1,364.50",122.5
MICHIGAN4,Metropolitan Statistical Area,,"8,107,118",,,0,,,,,,
MICHIGAN4,Metropolitan Statistical Area,Area actually reporting,99.10%,"37,965",504,7619,"7,858","24,973","174,589","38,467","115,908","20,214"
MICHIGAN4,Metropolitan Statistical Area,Estimated total,100.00%,"38,176",505,7695,"7,896","25,101","176,132","38,736","117,069","20,327"
MICHIGAN4,Cities outside metropolitan areas,,"603,680",,,0,,,,,,
MICHIGAN4,MICHIGAN4,Area actually reporting,89.60%,"1,324",8,805,71,749,"11,588","1,441","9,848",299
MICHIGAN4,MICHIGAN4,Estimated total,100.00%,"1,491",9,930,79,836,"12,929","1,608","10,987",334
MICHIGAN4,Nonmetropolitan counties,,"1,199,079",,,0,,,,,,
MICHIGAN4,MICHIGAN4,Area actually reporting,96.00%,"2,554",20,1596,44,"1,519","12,950","3,687","8,787",476
MICHIGAN4,MICHIGAN4,Estimated total,100.00%,"2,681",21,1697,46,"1,582","13,486","3,840","9,150",496
MICHIGAN4,State Total,,"9,909,877","42,348",535,10322,"8,021","27,519","202,547","44,184","137,206","21,157"
MICHIGAN4,MICHIGAN4,"Rate per 100,000 inhabitants",,427.3,5.4,104.2,80.9,277.7,"2,043.90",445.9,"1,384.50",213.5
MINNESOTA4,Metropolitan Statistical Area,,"4,216,484",,,0,,,,,,
MINNESOTA4,Metropolitan Statistical Area,Area actually reporting,99.90%,"10,578",77,2589,"3,530","5,477","103,320","16,621","79,633","7,066"
MINNESOTA4,Metropolitan Statistical Area,Estimated total,100.00%,"10,579",77,2589,"3,530","5,478","103,337","16,623","79,647","7,067"
MINNESOTA4,Cities outside metropolitan areas,,"490,823",,,0,,,,,,
MINNESOTA4,MINNESOTA4,Area actually reporting,100.00%,"1,110",7,468,127,707,"13,223","1,796","10,765",662
MINNESOTA4,Nonmetropolitan counties,,"749,866",,,0,,,,,,
MINNESOTA4,MINNESOTA4,Area actually reporting,100.00%,816,4,396,30,544,"8,817","2,354","5,825",638
MINNESOTA4,State Total,,"5,457,173","12,505",88,3453,"3,687","6,729","125,377","20,773","96,237","8,367"
MINNESOTA4,MINNESOTA4,"Rate per 100,000 inhabitants",,229.1,1.6,63.3,67.6,123.3,"2,297.50",380.7,"1,763.50",153.3
MISSISSIPPI5,Metropolitan Statistical Area,,"1,365,250",,,0,,,,,,
MISSISSIPPI5,Metropolitan Statistical Area,Area actually reporting,72.70%,"3,137",104,699,"1,214","1,419","32,956","8,088","22,660","2,208"
MISSISSIPPI5,Metropolitan Statistical Area,Estimated total,100.00%,"3,739",122,809,"1,344","1,810","40,942","9,959","28,361","2,622"
MISSISSIPPI5,Cities outside metropolitan areas,,"588,934",,,0,,,,,,
MISSISSIPPI5,MISSISSIPPI5,Area actually reporting,48.50%,"1,404",40,261,444,770,"15,536","4,055","10,933",548
MISSISSIPPI5,MISSISSIPPI5,Estimated total,100.00%,"2,898",82,549,916,"1,589","32,064","8,369","22,564","1,131"
MISSISSIPPI5,Nonmetropolitan counties,,"1,039,895",,,0,,,,,,
MISSISSIPPI5,MISSISSIPPI5,Area actually reporting,42.40%,716,23,188,72,506,"6,134","2,556","3,253",325
MISSISSIPPI5,MISSISSIPPI5,Estimated total,100.00%,"1,701",54,464,170,"1,193","14,456","6,024","7,666",766
MISSISSIPPI5,State Total,,"2,994,079","8,338",258,1822,"2,430","4,592","87,462","24,352","58,591","4,519"
MISSISSIPPI5,MISSISSIPPI5,"Rate per 100,000 inhabitants",,278.5,8.6,60.8,81.2,153.4,"2,921.20",813.3,"1,956.90",150.9
MISSOURI4,Metropolitan Statistical Area,,"4,507,971",,,0,,,,,,
MISSOURI4,Metropolitan Statistical Area,Area actually reporting,99.90%,"22,257",348,3443,"5,295","14,612","140,143","27,421","98,371","14,351"
MISSOURI4,Metropolitan Statistical Area,Estimated total,100.00%,"22,258",348,3443,"5,295","14,613","140,163","27,424","98,387","14,352"
MISSOURI4,Cities outside metropolitan areas,,"665,780",,,0,,,,,,
MISSOURI4,MISSOURI4,Area actually reporting,99.60%,"2,649",22,377,255,"2,155","24,487","4,085","19,441",961
MISSOURI4,MISSOURI4,Estimated total,100.00%,"2,658",22,377,256,"2,163","24,581","4,101","19,515",965
MISSOURI4,Nonmetropolitan counties,,"889,838",,,0,,,,,,
MISSOURI4,MISSOURI4,Area actually reporting,100.00%,"1,940",33,265,41,"1,706","11,493","3,733","6,720","1,040"
MISSOURI4,State Total,,"6,063,589","26,856",403,4085,"5,592","18,482","176,237","35,258","124,622","16,357"
MISSOURI4,MISSOURI4,"Rate per 100,000 inhabitants",,442.9,6.6,67.3,92.2,304.8,"2,906.50",581.5,"2,055.30",269.8
MONTANA4,Metropolitan Statistical Area,,"362,656",,,0,,,,,,
