State,Area,Var.5,Population,Violentcrime,Murder.andnonnegligentmanslaughter,Forciblerape,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny.theft,Motorvehicletheft
ARIZONA,Metropolitan Statistical Area,Estimated total,100.00%,"29,054",326,"3,314","6,448","18,966","184,427","29,730","136,514","18,183"
ARIZONA,Cities outside metropolitan areas,,"124,445",,,,,,,,,
ARIZONA,ARIZONA,Area actually reporting,96.30%,"4,684",38,313,55,"4,278","5,937","1,326","3,847",764
ARIZONA,ARIZONA,Estimated total,100.00%,"4,707",38,313,55,"4,301","6,057","1,345","3,944",768
ARIZONA,Nonmetropolitan counties,,"226,620",,,,,,,,,
ARIZONA,ARIZONA,Area actually reporting,100.00%,297,5,11,20,261,"1,490",457,845,188
ARIZONA,State Total,,"7,171,646","34,058",369,"3,638","6,523","23,528","191,974","31,532","141,303","19,139"
ARIZONA,ARIZONA,"Rate per 100,000 inhabitants",,474.9,5.1,50.7,91,328.1,"2,676.80",439.7,"1,970.30",266.9
ARKANSAS,Metropolitan Statistical Area,,"1,902,947",,,,,,,,,
ARKANSAS,Metropolitan Statistical Area,Area actually reporting,99.70%,"11,659",150,"1,420","1,266","8,823","61,777","12,699","43,799","5,279"
ARKANSAS,Metropolitan Statistical Area,Estimated total,100.00%,"11,690",150,"1,423","1,270","8,847","61,850","12,731","43,826","5,293"
ARKANSAS,Cities outside metropolitan areas,,"504,175",,,,,,,,,
ARKANSAS,ARKANSAS,Area actually reporting,91.10%,"2,590",39,396,252,"1,903","16,156","3,944","11,238",974
ARKANSAS,ARKANSAS,Estimated total,100.00%,"2,833",40,406,289,"2,098","17,899","4,394","12,465","1,040"
ARKANSAS,Nonmetropolitan counties,,"606,703",,,,,,,,,
ARKANSAS,ARKANSAS,Area actually reporting,84.90%,"1,782",26,361,35,"1,360","7,137","1,870","4,507",760
ARKANSAS,ARKANSAS,Estimated total,100.00%,"1,861",26,367,35,"1,433","8,044","2,068","5,196",780
ARKANSAS,State Total,,"3,013,825","16,384",216,"2,196","1,594","12,378","87,793","19,193","61,487","7,113"
ARKANSAS,ARKANSAS,"Rate per 100,000 inhabitants",,543.6,7.2,72.9,52.9,410.7,"2,913.00",636.8,"2,040.20",236
CALIFORNIA,Metropolitan Statistical Area,,"38,726,576",,,,,,,,,
CALIFORNIA,Metropolitan Statistical Area,Area actually reporting,99.90%,"173,383","1,684","15,067","53,895","102,737","925,205","160,267","611,972","152,966"
CALIFORNIA,Metropolitan Statistical Area,Estimated total,100.00%,"173,393","1,684","15,067","53,895","102,747","925,308","160,286","612,051","152,971"
CALIFORNIA,Cities outside metropolitan areas,,"265,831",,,,,,,,,
CALIFORNIA,CALIFORNIA,Area actually reporting,100.00%,"1,536",14,174,245,"1,103","8,198","1,633","5,615",950
CALIFORNIA,Nonmetropolitan counties,,"564,638",,,,,,,,,
CALIFORNIA,CALIFORNIA,Area actually reporting,100.00%,"2,053",41,264,186,"1,562","8,112","2,713","4,109","1,290"
CALIFORNIA,State Total,,"39,557,045","176,982","1,739","15,505","54,326","105,412","941,618","164,632","621,775","155,211"
CALIFORNIA,CALIFORNIA,"Rate per 100,000 inhabitants",,447.4,4.4,39.2,137.3,266.5,"2,380.40",416.2,"1,571.80",392.4
COLORADO,Metropolitan Statistical Area,,"4,986,493",,,,,,,,,
COLORADO,Metropolitan Statistical Area,Area actually reporting,95.10%,"20,718",191,"3,670","3,670","13,187","138,757","19,300","98,778","20,679"
COLORADO,Metropolitan Statistical Area,Estimated total,100.00%,"20,778",191,"3,684","3,687","13,216","139,506","19,331","99,444","20,731"
COLORADO,Cities outside metropolitan areas,,"339,737",,,,,,,,,
COLORADO,COLORADO,Area actually reporting,94.90%,"1,058",5,233,55,765,"9,108","1,172","7,386",550
COLORADO,COLORADO,Estimated total,100.00%,"1,090",5,234,70,781,"9,462","1,224","7,682",556
COLORADO,Nonmetropolitan counties,,"369,334",,,,,,,,,
COLORADO,COLORADO,Area actually reporting,91.50%,718,14,144,15,545,"2,952",774,"1,860",318
COLORADO,COLORADO,Estimated total,100.00%,756,14,152,40,550,"3,195",816,"1,993",386
COLORADO,State Total,,"5,695,564","22,624",210,"4,070","3,797","14,547","152,163","21,371","109,119","21,673"
COLORADO,COLORADO,"Rate per 100,000 inhabitants",,397.2,3.7,71.5,66.7,255.4,"2,671.60",375.2,"1,915.90",380.5
CONNECTICUT,Metropolitan Statistical Area,,"2,980,253",,,,,,,,,
CONNECTICUT,Metropolitan Statistical Area,Area actually reporting,100.00%,"6,995",72,728,"2,123","4,072","56,246","7,239","42,122","6,885"
CONNECTICUT,Cities outside metropolitan areas,,"112,751",,,,,,,,,
CONNECTICUT,CONNECTICUT,Area actually reporting,100.00%,117,3,26,31,57,"1,648",203,"1,321",124
CONNECTICUT,Nonmetropolitan counties,,"479,661",,,,,,,,,
CONNECTICUT,CONNECTICUT,Area actually reporting,100.00%,299,8,86,40,165,"2,161",506,"1,281",374
CONNECTICUT,State Total,,"3,572,665","7,411",83,840,"2,194","4,294","60,055","7,948","44,724","7,383"
CONNECTICUT,CONNECTICUT,"Rate per 100,000 inhabitants",,207.4,2.3,23.5,61.4,120.2,"1,681.00",222.5,"1,251.80",206.7
DELAWARE,Metropolitan Statistical Area,,"967,171",,,,,,,,,
DELAWARE,Area actually reporting,100.00%,"4,097",48,338,866,"2,845","22,481","3,158","17,847","1,476",NA
DELAWARE,Cities outside metropolitan areas,,None,,,,,,,,,
DELAWARE,Nonmetropolitan counties,,None,,,,,,,,,
DELAWARE,State Total,,"967,171","4,097",48,338,866,"2,845","22,481","3,158","17,847","1,476"
DELAWARE,DELAWARE,"Rate per 100,000 inhabitants",,423.6,5,34.9,89.5,294.2,"2,324.40",326.5,"1,845.30",152.6
DISTRICT OF COLUMBIA3,Metropolitan Statistical Area,,"702,455",,,,,,,,,
DISTRICT OF COLUMBIA3,Metropolitan Statistical Area,Area actually reporting,100.00%,"6,996",160,450,"2,415","3,971","30,724","1,788","26,343","2,593"
DISTRICT OF COLUMBIA3,Cities outside metropolitan areas,,None,,,,,,,,,
DISTRICT OF COLUMBIA3,Nonmetropolitan counties,,None,,,,,,,,,
DISTRICT OF COLUMBIA3,Total,,"702,455","6,996",160,450,"2,415","3,971","30,724","1,788","26,343","2,593"
DISTRICT OF COLUMBIA3,DISTRICT OF COLUMBIA3,"Rate per 100,000 inhabitants",,995.9,22.8,64.1,343.8,565.3,"4,373.80",254.5,"3,750.10",369.1
FLORIDA,Metropolitan Statistical Area,,"20,609,181",,,,,,,,,
FLORIDA,Metropolitan Statistical Area,Area actually reporting,99.90%,"79,202","1,074","8,200","16,638","53,290","472,759","68,481","364,004","40,274"
FLORIDA,Metropolitan Statistical Area,Estimated total,100.00%,"79,241","1,074","8,201","16,647","53,319","473,080","68,545","364,237","40,298"
FLORIDA,Cities outside metropolitan areas,,"141,401",,,,,,,,,
FLORIDA,FLORIDA,Area actually reporting,95.00%,810,12,58,103,637,"4,289",855,"3,200",234
FLORIDA,FLORIDA,Estimated total,100.00%,829,12,58,104,655,"4,439",908,"3,288",243
FLORIDA,Nonmetropolitan counties,,"548,743",,,,,,,,,
FLORIDA,FLORIDA,Area actually reporting,100.00%,"1,910",21,179,133,"1,577","8,498","2,480","5,394",624
FLORIDA,State Total,,"21,299,325","81,980","1,107","8,438","16,884","55,551","486,017","71,933","372,919","41,165"
FLORIDA,FLORIDA,"Rate per 100,000 inhabitants",,384.9,5.2,39.6,79.3,260.8,"2,281.80",337.7,"1,750.80",193.3
GEORGIA,Metropolitan Statistical Area,,"8,732,372",,,,,,,,,
GEORGIA,Metropolitan Statistical Area,Area actually reporting,96.60%,"28,495",548,"2,260","7,501","18,186","223,556","36,007","165,559","21,990"
GEORGIA,Metropolitan Statistical Area,Estimated total,100.00%,"29,161",559,"2,290","7,650","18,662","229,661","36,903","170,274","22,484"
GEORGIA,Cities outside metropolitan areas,,"622,684",,,,,,,,,
GEORGIA,GEORGIA,Area actually reporting,88.70%,"2,563",45,169,473,"1,876","21,036","3,707","16,424",905
GEORGIA,GEORGIA,Estimated total,100.00%,"2,662",45,170,481,"1,966","23,282","4,005","18,341",936
GEORGIA,Nonmetropolitan counties,,"1,164,419",,,,,,,,,
GEORGIA,GEORGIA,Area actually reporting,93.50%,"2,470",38,191,148,"2,093","16,905","4,231","11,407","1,267"
GEORGIA,GEORGIA,Estimated total,100.00%,"2,532",38,191,148,"2,155","17,795","4,461","11,994","1,340"
GEORGIA,State Total,,"10,519,475","34,355",642,"2,651","8,279","22,783","270,738","45,369","200,609","24,760"
GEORGIA,GEORGIA,"Rate per 100,000 inhabitants",,326.6,6.1,25.2,78.7,216.6,"2,573.70",431.3,"1,907.00",235.4
HAWAII,Metropolitan Statistical Area,,"1,148,121",,,,,,,,,
HAWAII,Metropolitan Statistical Area,Area actually reporting,100.00%,"2,886",30,454,857,"1,545","33,970","4,328","24,758","4,884"
HAWAII,Cities outside metropolitan areas,,None,,,,,,,,,
HAWAII,Nonmetropolitan counties,,"272,370",,,,,,,,,
HAWAII,HAWAII,Area actually reporting,100.00%,646,6,171,89,380,"6,802","1,303","4,734",765
HAWAII,State Total,,"1,420,491","3,532",36,625,946,"1,925","40,772","5,631","29,492","5,649"
HAWAII,HAWAII,"Rate per 100,000 inhabitants",,248.6,2.5,44,66.6,135.5,"2,870.30",396.4,"2,076.20",397.7
IDAHO,Metropolitan Statistical Area,,"1,300,470",,,,,,,,,
IDAHO,Metropolitan Statistical Area,Area actually reporting,100.00%,"3,152",19,644,178,"2,311","20,923","3,861","15,487","1,575"
IDAHO,Cities outside metropolitan areas,,"181,635",,,,,,,,,
IDAHO,IDAHO,Area actually reporting,95.70%,404,4,77,5,318,"2,502",522,"1,802",178
IDAHO,IDAHO,Estimated total,100.00%,414,4,79,11,320,"2,561",527,"1,838",196
IDAHO,Nonmetropolitan counties,,"272,103",,,,,,,,,
IDAHO,IDAHO,Area actually reporting,98.30%,401,12,67,7,315,"2,128",546,"1,389",193
IDAHO,IDAHO,Estimated total,100.00%,417,12,68,11,326,"2,152",552,"1,407",193
IDAHO,State Total,,"1,754,208","3,983",35,791,200,"2,957","25,636","4,940","18,732","1,964"
IDAHO,IDAHO,"Rate per 100,000 inhabitants",,227.1,2,45.1,11.4,168.6,"1,461.40",281.6,"1,067.80",112
ILLINOIS,Metropolitan Statistical Area,,"11,305,797",,,,,,,,,
ILLINOIS,Metropolitan Statistical Area,Area actually reporting,92.10%,"47,266",865,"5,050","13,857","27,494","218,713","33,314","167,160","18,239"
ILLINOIS,Metropolitan Statistical Area,Estimated total,100.00%,"48,003",873,"5,171","14,007","27,952","225,321","34,316","172,338","18,667"
ILLINOIS,Cities outside metropolitan areas,,"814,261",,,,,,,,,
ILLINOIS,ILLINOIS,Area actually reporting,83.20%,"2,357",6,475,161,"1,715","13,966","2,681","10,760",525
ILLINOIS,ILLINOIS,Estimated total,100.00%,"2,668",6,515,174,"1,973","16,018","3,132","12,290",596
ILLINOIS,Nonmetropolitan counties,,"621,022",,,,,,,,,
ILLINOIS,ILLINOIS,Area actually reporting,89.70%,737,5,159,25,548,"4,396","1,454","2,644",298
ILLINOIS,ILLINOIS,Estimated total,100.00%,819,5,173,27,614,"4,925","1,632","2,963",330
ILLINOIS,State Total,,"12,741,080","51,490",884,"5,859","14,208","30,539","246,264","39,080","187,591","19,593"
ILLINOIS,ILLINOIS,"Rate per 100,000 inhabitants",,404.1,6.9,46,111.5,239.7,"1,932.80",306.7,"1,472.30",153.8
INDIANA,Metropolitan Statistical Area,,"5,228,617",,,,,,,,,
INDIANA,Metropolitan Statistical Area,Area actually reporting,84.40%,"21,358",363,"1,976","5,307","13,712","114,723","20,173","81,982","12,568"
INDIANA,Metropolitan Statistical Area,Estimated total,100.00%,"22,320",383,"2,027","5,396","14,514","124,342","21,936","89,268","13,138"
INDIANA,Cities outside metropolitan areas,,"540,439",,,,,,,,,
INDIANA,INDIANA,Area actually reporting,59.00%,788,15,98,93,582,"8,140","1,055","6,521",564
INDIANA,INDIANA,Estimated total,100.00%,"1,119",26,104,141,848,"13,533","1,496","11,259",778
INDIANA,Nonmetropolitan counties,,"922,822",,,,,,,,,
INDIANA,INDIANA,Area actually reporting,51.40%,622,15,121,33,453,"4,260","1,178","2,640",442
INDIANA,INDIANA,Estimated total,100.00%,"2,142",29,239,402,"1,472","7,963","1,836","4,715","1,412"
INDIANA,State Total,,"6,691,878","25,581",438,"2,370","5,939","16,834","145,838","25,268","105,242","15,328"
INDIANA,INDIANA,"Rate per 100,000 inhabitants",,382.3,6.5,35.4,88.7,251.6,"2,179.30",377.6,"1,572.70",229.1
IOWA4,Metropolitan Statistical Area,,"1,929,318",,,,,,,,,
IOWA4,Metropolitan Statistical Area,Area actually reporting,90.70%,"4,345",40,589,612,"3,104","33,142","6,717","23,433","2,992"
IOWA4,Metropolitan Statistical Area,Estimated total,100.00%,"4,951",44,635,759,"3,513","37,029","7,342","26,305","3,382"
IOWA4,Cities outside metropolitan areas,,"572,110",,,,,,,,,
IOWA4,IOWA4,Area actually reporting,85.70%,"1,903",7,218,77,"1,601","11,322","2,379","8,173",770
IOWA4,IOWA4,Estimated total,100.00%,"2,175",7,241,144,"1,783","13,090","2,665","9,476",949
IOWA4,Nonmetropolitan counties,,"654,717",,,,,,,,,
IOWA4,IOWA4,Area actually reporting,97.00%,700,3,95,12,590,"2,833","1,050","1,471",312
IOWA4,IOWA4,Estimated total,100.00%,767,3,100,29,635,"3,266","1,120","1,790",356
IOWA4,State Total,,"3,156,145","7,893",54,976,932,"5,931","53,385","11,127","37,571","4,687"
IOWA4,IOWA4,"Rate per 100,000 inhabitants",,250.1,1.7,30.9,29.5,187.9,"1,691.50",352.6,"1,190.40",148.5
KANSAS,Metropolitan Statistical Area,,"2,018,178",,,,,,,,,
KANSAS,Metropolitan Statistical Area,Area actually reporting,83.80%,"8,495",88,999,"1,127","6,281","49,894","7,590","36,811","5,493"
KANSAS,Metropolitan Statistical Area,Estimated total,100.00%,"10,105",88,"1,162","1,376","7,479","58,412","8,830","43,142","6,440"
KANSAS,Cities outside metropolitan areas,,"571,274",,,,,,,,,
KANSAS,KANSAS,Area actually reporting,95.40%,"1,899",17,298,126,"1,458","14,140","2,545","10,585","1,010"
KANSAS,KANSAS,Estimated total,100.00%,"1,957",17,298,145,"1,497","14,738","2,644","11,069","1,025"
KANSAS,Nonmetropolitan counties,,"322,053",,,,,,,,,
KANSAS,KANSAS,Area actually reporting,96.60%,708,8,105,13,582,"3,466","1,054","2,057",355
KANSAS,KANSAS,Estimated total,100.00%,720,8,107,22,583,"3,536","1,063","2,094",379
KANSAS,State Total,,"2,911,505","12,782",113,"1,567","1,543","9,559","76,686","12,537","56,305","7,844"
KANSAS,KANSAS,"Rate per 100,000 inhabitants",,439,3.9,53.8,53,328.3,"2,633.90",430.6,"1,933.90",269.4
KENTUCKY,Metropolitan Statistical Area,,"2,659,106",,,,,,,,,
KENTUCKY,Metropolitan Statistical Area,Area actually reporting,99.70%,"7,130",144,944,"2,104","3,938","66,119","11,452","47,079","7,588"
KENTUCKY,Metropolitan Statistical Area,Estimated total,100.00%,"7,135",144,945,"2,106","3,940","66,231","11,478","47,148","7,605"
KENTUCKY,Cities outside metropolitan areas,,"534,383",,,,,,,,,
KENTUCKY,KENTUCKY,Area actually reporting,97.50%,911,17,235,238,421,"12,313","2,479","8,797","1,037"
KENTUCKY,KENTUCKY,Estimated total,100.00%,912,17,236,238,421,"12,437","2,496","8,890","1,051"
KENTUCKY,Nonmetropolitan counties,,"1,274,913",,,,,,,,,
KENTUCKY,KENTUCKY,Area actually reporting,100.00%,"1,420",83,526,113,698,"9,027","3,216","4,206","1,605"
KENTUCKY,State Total,,"4,468,402","9,467",244,"1,707","2,457","5,059","87,695","17,190","60,244","10,261"
KENTUCKY,KENTUCKY,"Rate per 100,000 inhabitants",,211.9,5.5,38.2,55,113.2,"1,962.60",384.7,"1,348.20",229.6
LOUISIANA,Metropolitan Statistical Area,,"3,921,292",,,,,,,,,
LOUISIANA,Metropolitan Statistical Area,Area actually reporting,97.20%,"21,501",481,"1,864","4,256","14,900","131,877","25,979","95,308","10,590"
LOUISIANA,Metropolitan Statistical Area,Estimated total,100.00%,"22,029",487,"1,880","4,326","15,336","135,727","26,788","98,151","10,788"
LOUISIANA,Cities outside metropolitan areas,,"274,151",,,,,,,,,
LOUISIANA,LOUISIANA,Area actually reporting,80.80%,"1,454",25,89,156,"1,184","8,835","2,132","6,415",288
LOUISIANA,LOUISIANA,Estimated total,100.00%,"1,577",25,89,159,"1,304","10,371","2,360","7,719",292
LOUISIANA,Nonmetropolitan counties,,"464,535",,,,,,,,,
LOUISIANA,LOUISIANA,Area actually reporting,96.70%,"1,416",18,116,83,"1,199","6,373","1,936","3,987",450
LOUISIANA,LOUISIANA,Estimated total,100.00%,"1,443",18,116,83,"1,226","6,563","1,984","4,123",456
LOUISIANA,State Total,,"4,659,978","25,049",530,"2,085","4,568","17,866","152,661","31,132","109,993","11,536"
LOUISIANA,LOUISIANA,"Rate per 100,000 inhabitants",,537.5,11.4,44.7,98,383.4,"3,276.00",668.1,"2,360.40",247.6
MAINE,Metropolitan Statistical Area,,"794,794",,,,,,,,,
MAINE,Metropolitan Statistical Area,Area actually reporting,100.00%,887,12,230,170,475,"11,228","1,452","9,347",429
MAINE,Cities outside metropolitan areas,,"256,583",,,,,,,,,
MAINE,MAINE,Area actually reporting,100.00%,322,2,112,33,175,"4,473",627,"3,675",171
MAINE,Nonmetropolitan counties,,"287,027",,,,,,,,,
MAINE,MAINE,Area actually reporting,100.00%,292,10,104,25,153,"2,472",634,"1,661",177
MAINE,State Total,,"1,338,404","1,501",24,446,228,803,"18,173","2,713","14,683",777
MAINE,MAINE,"Rate per 100,000 inhabitants",,112.1,1.8,33.3,17,60,"1,357.80",202.7,"1,097.10",58.1
MARYLAND,Metropolitan Statistical Area,,"5,893,251",,,,,,,,,
MARYLAND,Metropolitan Statistical Area,Area actually reporting,100.00%,"27,945",488,"1,932","9,646","15,879","120,507","18,359","90,082","12,066"
MARYLAND,Cities outside metropolitan areas,,"51,354",,,,,,,,,
MARYLAND,MARYLAND,Area actually reporting,100.00%,228,2,17,55,154,"1,545",290,"1,226",29
MARYLAND,Nonmetropolitan counties,,"98,113",,,,,,,,,
MARYLAND,MARYLAND,Area actually reporting,100.00%,147,0,30,15,102,812,243,527,42
MARYLAND,State Total,,"6,042,718","28,320",490,"1,979","9,716","16,135","122,864","18,892","91,835","12,137"
MARYLAND,MARYLAND,"Rate per 100,000 inhabitants",,468.7,8.1,32.8,160.8,267,"2,033.30",312.6,"1,519.80",200.9
MASSACHUSETTS,Metropolitan Statistical Area,,"6,873,328",,,,,,,,,
MASSACHUSETTS,Metropolitan Statistical Area,Area actually reporting,97.50%,"22,924",136,"2,377","4,068","16,343","85,784","13,762","65,538","6,484"
MASSACHUSETTS,Metropolitan Statistical Area,Estimated total,100.00%,"23,216",136,"2,393","4,141","16,546","86,714","13,807","66,319","6,588"
MASSACHUSETTS,Cities outside metropolitan areas,,"28,747",,,,,,,,,
MASSACHUSETTS,MASSACHUSETTS,Area actually reporting,100.00%,121,0,17,2,102,481,55,408,18
MASSACHUSETTS,Nonmetropolitan counties,,74,,,,,,,,,
MASSACHUSETTS,MASSACHUSETTS,Area actually reporting,98.80%,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,MASSACHUSETTS,Estimated total,100.00%,0,0,0,0,0,1,0,1,0
MASSACHUSETTS,State Total,,"6,902,149","23,337",136,"2,410","4,143","16,648","87,196","13,862","66,728","6,606"
MASSACHUSETTS,MASSACHUSETTS,"Rate per 100,000 inhabitants",,338.1,2,34.9,60,241.2,"1,263.30",200.8,966.8,95.7
MICHIGAN,Metropolitan Statistical Area,,"8,193,112",,,,,,,,,
MICHIGAN,Metropolitan Statistical Area,Area actually reporting,98.80%,"39,962",513,"5,988","5,514","27,947","144,783","27,577","100,875","16,331"
MICHIGAN,Metropolitan Statistical Area,Estimated total,100.00%,"40,037",514,"5,999","5,521","28,003","145,166","27,653","101,165","16,348"
MICHIGAN,Cities outside metropolitan areas,,"578,160",,,,,,,,,
MICHIGAN,MICHIGAN,Area actually reporting,98.00%,"1,729",10,623,70,"1,026","9,729","1,163","8,147",419
MICHIGAN,MICHIGAN,Estimated total,100.00%,"1,743",10,625,81,"1,027","9,869","1,168","8,258",443
MICHIGAN,Nonmetropolitan counties,,"1,224,643",,,,,,,,,
MICHIGAN,MICHIGAN,Area actually reporting,99.20%,"3,124",27,"1,065",46,"1,986","10,171","2,822","6,690",659
MICHIGAN,MICHIGAN,Estimated total,100.00%,"3,138",27,"1,066",54,"1,991","10,245","2,830","6,755",660
MICHIGAN,State Total,,"9,995,915","44,918",551,"7,690","5,656","31,021","165,280","31,651","116,178","17,451"
MICHIGAN,MICHIGAN,"Rate per 100,000 inhabitants",,449.4,5.5,76.9,56.6,310.3,"1,653.50",316.6,"1,162.30",174.6
MINNESOTA,Metropolitan Statistical Area,,"4,367,933",,,,,,,,,
MINNESOTA,Metropolitan Statistical Area,Area actually reporting,98.60%,"10,564",85,"1,988","2,848","5,643","94,250","12,953","72,415","8,882"
MINNESOTA,Metropolitan Statistical Area,Estimated total,100.00%,"10,564",85,"1,988","2,848","5,643","94,250","12,953","72,415","8,882"
MINNESOTA,Cities outside metropolitan areas,,"564,597",,,,,,,,,
MINNESOTA,MINNESOTA,Area actually reporting,99.70%,"1,182",12,294,79,797,"11,817","1,612","9,535",670
MINNESOTA,MINNESOTA,Estimated total,100.00%,"1,182",12,294,79,797,"11,841","1,613","9,557",671
MINNESOTA,Nonmetropolitan counties,,"678,649",,,,,,,,,
MINNESOTA,MINNESOTA,Area actually reporting,100.00%,623,9,180,17,417,"5,783","1,619","3,589",575
MINNESOTA,State Total,,"5,611,179","12,369",106,"2,462","2,944","6,857","111,874","16,185","85,561","10,128"
MINNESOTA,MINNESOTA,"Rate per 100,000 inhabitants",,220.4,1.9,43.9,52.5,122.2,"1,993.80",288.4,"1,524.80",180.5
MISSISSIPPI,Metropolitan Statistical Area,,"1,437,099",,,,,,,,,
MISSISSIPPI,Metropolitan Statistical Area,Area actually reporting,75.90%,"2,942",114,208,854,"1,766","30,690","6,285","21,574","2,831"
MISSISSIPPI,Metropolitan Statistical Area,Estimated total,100.00%,"3,735",138,256,"1,049","2,292","39,700","7,943","28,430","3,327"
MISSISSIPPI,Cities outside metropolitan areas,,"557,101",,,,,,,,,
MISSISSIPPI,MISSISSIPPI,Area actually reporting,37.90%,"1,031",28,68,200,735,"8,504","2,425","5,715",364
MISSISSIPPI,MISSISSIPPI,Estimated total,100.00%,"1,698",28,152,370,"1,148","17,844","5,437","11,810",597
MISSISSIPPI,Nonmetropolitan counties,,"992,330",,,,,,,,,
MISSISSIPPI,MISSISSIPPI,Area actually reporting,20.70%,368,5,47,50,266,"2,840","1,262","1,394",184
MISSISSIPPI,MISSISSIPPI,Estimated total,100.00%,"1,566",5,129,176,"1,256","14,222","7,459","6,387",376
MISSISSIPPI,State Total,,"2,986,530","6,999",171,537,"1,595","4,696","71,766","20,839","46,627","4,300"
MISSISSIPPI,MISSISSIPPI,"Rate per 100,000 inhabitants",,234.4,5.7,18,53.4,157.2,"2,403.00",697.8,"1,561.20",144
MISSOURI,Metropolitan Statistical Area,,"4,592,956",,,,,,,,,
MISSOURI,Metropolitan Statistical Area,Area actually reporting,99.80%,"25,819",537,"2,372","4,985","17,925","131,128","20,841","92,909","17,378"
MISSOURI,Metropolitan Statistical Area,Estimated total,100.00%,"25,822",537,"2,372","4,988","17,925","131,163","20,850","92,926","17,387"
MISSOURI,Cities outside metropolitan areas,,"650,579",,,,,,,,,
MISSOURI,MISSOURI,Area actually reporting,98.50%,"2,486",27,327,164,"1,968","20,341","3,153","15,940","1,248"
MISSOURI,MISSOURI,Estimated total,100.00%,"2,503",27,327,164,"1,985","20,506","3,154","16,095","1,257"
MISSOURI,Nonmetropolitan counties,,"882,917",,,,,,,,,
MISSOURI,MISSOURI,Area actually reporting,100.00%,"2,433",43,213,45,"2,132","10,504","3,253","6,080","1,171"
MISSOURI,State Total,,"6,126,452","30,758",607,"2,912","5,197","22,042","162,173","27,257","115,101","19,815"
MISSOURI,MISSOURI,"Rate per 100,000 inhabitants",,502.1,9.9,47.5,84.8,359.8,"2,647.10",444.9,"1,878.80",323.4
MONTANA,Metropolitan Statistical Area,,"382,078",,,,,,,,,
MONTANA,Metropolitan Statistical Area,Area actually reporting,100.00%,"1,589",14,181,183,"1,211","14,400","1,671","11,176","1,553"
MONTANA,Cities outside metropolitan areas,,"224,421",,,,,,,,,
MONTANA,MONTANA,Area actually reporting,100.00%,"1,216",8,212,63,933,"6,250",700,"4,997",553
MONTANA,Nonmetropolitan counties,,"455,806",,,,,,,,,
MONTANA,MONTANA,Area actually reporting,99.30%,"1,162",12,158,20,972,"5,845",885,"4,275",685
MONTANA,MONTANA,Estimated total,100.00%,"1,169",12,158,23,976,"5,868",886,"4,292",690
MONTANA,State Total,,"1,062,305","3,974",34,551,269,"3,120","26,518","3,257","20,465","2,796"
MONTANA,MONTANA,"Rate per 100,000 inhabitants",,374.1,3.2,51.9,25.3,293.7,"2,496.30",306.6,"1,926.50",263.2
